conversation_id,tweet_id,text,turn_count,created_at
1526037,1526037,So my I️ works on twitter but nothing else? @AppleSupport a little help please. My clients think I️ can’t spell. #bringbackthei,2,Fri Nov 03 17:38:09 +0000 2017
1526988,1526988,@AppleSupport why can’t I activate my shiny new phone? Keeps telling me the activation servers are unavailable…,3,Fri Nov 03 17:42:21 +0000 2017
1528711,1528711,HOLD UP @115858 I️ HAVE BETA... tf is this shit about. I’m a WHOLE update ahead of everyone. https://t.co/YTcNZgazAn,2,Fri Nov 03 15:02:53 +0000 2017
1529990,1529990,I didn’t update my phone so I can still see “! ? Box” get it tf together @115858,2,Fri Nov 03 15:17:52 +0000 2017
1531350,1531350,@AppleSupport soooooooo why is it when I️ type on social media I️ get boxes instead of the letter I?!,2,Fri Nov 03 15:28:43 +0000 2017
1533785,1533785,@115858 fix this stupid question mark,2,Fri Nov 03 19:33:35 +0000 2017
1537635,1537635,@AppleSupport why is my iPhone replacing certain letters with a question mark?,2,Fri Nov 03 20:47:19 +0000 2017
1538784,1538784,"@AppleSupport @115948 @121574 Hi! So I preordered “reputation”, and it is still making me buy #CalIItWhatYouWant. Help? https://t.co/I1DvUctrhY",4,Fri Nov 03 21:23:27 +0000 2017
1542003,1542003,@115858 @AppleSupport why are all my capital i’s coming out like this &gt;&gt;&gt; I️,2,Fri Nov 03 18:41:00 +0000 2017
1542040,1542040,I wasted my whole day dealing with a headache trying to back up my @AppleSupport iPhone even got hung up on nobody's called back. 😩,2,Tue Oct 17 02:00:19 +0000 2017
1557172,1557172,"@115858 the new update is ridiculous, the phone keeps freezing and having to be constantly turned off and on since the update 🙄",2,Sat Nov 11 13:25:38 +0000 2017
1570352,1570352,@AppleSupport my iPhone 8 keeps on bugging what should I do?,2,Sat Nov 04 11:11:24 +0000 2017
1572270,1572270,has the smart internet figured out wth is going on here is @115858 iOS #ios11update @63633 I️ https://t.co/CJpqUTKqWF,2,Sat Nov 04 03:37:45 +0000 2017
1573109,1573109,"@115858 if ur ploy to get me to buy an iPhoneX is autocorrecting I️ to an A and a giant question mark, its NOT working(jk its kinda working)",2,Sat Nov 04 03:39:54 +0000 2017
1573688,1573688,@115858 @AppleSupport fixed this nonsense I️,2,Sat Nov 04 04:09:10 +0000 2017
1575440,1575440,@AppleSupport y’all seriously need to get it together with these boxes. It’s highly annoying,5,Sat Nov 04 13:08:35 +0000 2017
1577389,1577389,Still can’t get live wallpapers to work on X. :( @AppleSupport,7,Sat Nov 04 14:12:37 +0000 2017
1577398,1577398,"Siri, please remind me to NEVER go into @115858 store @ Westfield Annapolis Mall ever again. Can’t answer simple questions. #custsvcisdead",2,Sat Nov 04 14:20:19 +0000 2017
1578025,1578025,Sooooo my phone randomly unactivated itself today 🤗 @115858 y'all reaaaally got me fucked up rn. I know y'all know everybody phone trippin..,2,Sun Oct 15 01:46:40 +0000 2017
1579091,1579091,@AppleSupport how can I purchase applecare for my new iPhone ?,2,Sat Nov 04 14:58:35 +0000 2017
1579745,1579745,@64670 #iPhoneX yeah... it’s been almost 24 hours. Wtf @115858 https://t.co/27eqAR7x70,2,Sat Nov 04 14:56:15 +0000 2017
1582095,1582095,also @115858 cant y’all fix this box shit when i️ say i️,4,Sat Nov 04 16:07:51 +0000 2017
1583039,1583039,@115858 bludy heck. My i7 sucks after ios 11 update. Gets stuck evry nw n then and nothing wrks. Nd i hv to restart it. Thumbs down👎🏿,2,Sat Nov 04 16:29:02 +0000 2017
1583119,1583119,@116333 Emoji suggestions in iPhone X US English keyboard do not show despite add/remove of Emoji keyboard and reenabling of “Predictive”.,2,Sat Nov 04 18:43:09 +0000 2017
1590546,1590546,Ok @AppleSupport way to fuck up my phone,2,Sat Nov 04 20:17:28 +0000 2017
1595030,1595030,Yo Apple send out a new update for these boxes @AppleSupport,2,Sat Nov 04 17:37:46 +0000 2017
1597655,1597655,@AppleSupport what is up with order?  Why is it on hold?  You won't answer my emails or return my calls?  Why? Bad #CustomerService 😩😫,2,Sat Nov 04 23:48:27 +0000 2017
1599081,1599081,Can’t purchase anything on my phone with my gift card stuck in a infinite loop of verifying billing address help @115858 @AppleSupport,2,Sun Nov 05 01:23:52 +0000 2017
1617175,1617175,Can y’all fix this already? @AppleSupport https://t.co/uefNJ2mSmQ,2,Sun Nov 05 03:10:14 +0000 2017
1618284,1618284,@AppleSupport how do y’all mess up the most important and used letter singularly?,2,Sun Nov 05 03:32:57 +0000 2017
1626556,1626556,Hey @115858 @AppleSupport did you guys know that the “i’s” are sending as symbols when sent individually? (Example: I️ ) please fix this!,4,Sun Nov 05 03:20:03 +0000 2017
1626558,1626558,@115858 please fix the mute feature my shit ain’t working I️ need it to work,2,Sun Nov 05 14:24:31 +0000 2017
1631294,1631294,@115858 honestly really tired of my iPhone 7 crashing multiple times a day and freezing non stop ever since I updated it..,3,Tue Oct 17 04:36:29 +0000 2017
1637096,1637096,"Get your shit together @115858 , I️ want to sound selfish again and say “I” not A square question mark",2,Sun Nov 05 19:12:00 +0000 2017
1641983,1641983,@115858 @AppleSupport - Please bring back the Bluetooth toggle on the Apple Watch Control Center! Pleeeeeeeease! It comes in super handy.,2,Sun Nov 05 21:41:13 +0000 2017
1642365,1642365,"@AppleSupport Using Iphone 5s, Recently updated to IOS 11  Camera Black screen, tried all solutions still no fix, Refund the money",2,Tue Oct 17 10:28:03 +0000 2017
1642535,1642535,@115858 can yal fix this “I️ “ thing,2,Sun Nov 05 22:33:12 +0000 2017
1643910,1643910,@115858 hi I received this is it real or fake!!? https://t.co/fbNEEDKAho,3,Sun Nov 05 23:14:05 +0000 2017
1644531,1644531,"@AppleSupport after leaving a group chat, everytime i am added back my keyboard disappears. so im just watching my friends talk currently",4,Sun Nov 05 23:45:35 +0000 2017
1644562,1644562,"@AppleSupport Hi, what lens is on the built in webcam on the 2015 Retina Macbook Pro? What focal length is it? Thanks.",5,Sun Nov 05 20:28:26 +0000 2017
1650083,1650083,@115858 can you fucking fix this stupid ass shit that keeps happening every time i want to type the letter I️ ******** 🤬🤬,3,Sun Nov 05 21:33:16 +0000 2017
1656164,1656164,"@AppleSupport, why are I’s Unicode breaking? Shot is from Instagram. Also happens on tinder. https://t.co/2jbIw31zop",2,Mon Nov 06 01:58:07 +0000 2017
1656545,1656545,@AppleSupport I tried the keyboard trick &amp; I’m still looking at this Mario box. Help https://t.co/Y46XQ8mmsB,2,Mon Nov 06 02:21:29 +0000 2017
1656601,1656601,"I️ love my iPhone X, but what happened to landscape mode on the main screen... you can’t even do it anymore! @115858 #disappointed",2,Mon Nov 06 02:09:54 +0000 2017
1656617,1656617,so apparently @AppleSupport claims this is how you stop seeing the boxed in question mark https://t.co/flHHI3ao1u,7,Mon Nov 06 00:34:44 +0000 2017
1671959,1671959,@AppleSupport at this stage in the game there should be no ridiculous glitches like this current one with the “I️”... when will it be fixed?,2,Mon Nov 06 04:05:23 +0000 2017
1676230,1676230,@115858 need to hurry up with an update to fix this! It should be an option not automatic https://t.co/jcfHOERJnB,2,Mon Nov 06 06:02:19 +0000 2017
1676318,1676318,Tired of this stupid ass “i” glitch!! Fix it already @115858,2,Mon Nov 06 05:25:16 +0000 2017
1679155,1679155,@AppleSupport does the home screen rotate on a iPhone X,2,Mon Nov 06 09:11:03 +0000 2017
1684456,1684456,@AppleSupport I AM TIRED. FIX THIS. https://t.co/pGvSnCrDE5,2,Mon Nov 06 14:50:42 +0000 2017
1685144,1685144,Battery replacement for an @115858 iPhone 7+ how much would the cost?,2,Tue Oct 17 16:18:20 +0000 2017
1690528,1690528,@115858 do you wanna fix my “I️’s” please,2,Mon Nov 06 18:23:19 +0000 2017
1690607,1690607,@AppleSupport can y’all fix this shit I️ ◀️ PLEASE!!! I’m annoyed AD,2,Mon Nov 06 18:11:53 +0000 2017
1691666,1691666,Excuse me @115858 can you please fix this???? I️ I️ I️ I️ I️ I️ when I️ type i,2,Mon Nov 06 19:20:48 +0000 2017
1691754,1691754,@AppleSupport I keep getting failed installs on the latest iTunes.  Are there any problems with the latest install package (win10 here)?,2,Mon Nov 06 18:45:43 +0000 2017
1691813,1691813,"@AppleSupport Guys, 2 hours ago I did not load my Magic Mouse 2. Any recommendations? 🙃 https://t.co/18jC0L9Yjd",2,Mon Nov 06 19:12:44 +0000 2017
1697401,1697401,@AppleSupport 6. Apple Watch. To be honest the products been sold at a premium price are just not good enough and don’t represent value,2,Mon Nov 06 22:30:59 +0000 2017
1700881,1700881,"Somebody better fix this damn alphabet glitch, shit. @115858",2,Mon Nov 06 19:20:47 +0000 2017
1709344,1709344,@115858 fix your shit fam. Hate the question mark in a box every time anyone capitalizes “i”,2,Tue Nov 07 00:21:24 +0000 2017
1709994,1709994,I’m so annoyed with @115858 and it’s update why is “l” being autocorrected to this I️?!,2,Tue Nov 07 00:40:00 +0000 2017
1711305,1711305,hey @AppleSupport can you fix the letter i️ so i️ don’t have a question mark when i’m trying to type,2,Tue Nov 07 01:34:44 +0000 2017
1711975,1711975,@115858 please fix this “I️” sh🤬t,2,Tue Nov 07 01:21:33 +0000 2017
1718238,1718238,Plz fix “I️” bruh @AppleSupport,2,Mon Nov 06 23:59:15 +0000 2017
1718469,1718469,Copy and paste isn't working on my Mac. Any ideas? @AppleSupport,4,Tue Oct 17 18:06:43 +0000 2017
1726592,1726592,Hey @115858 figure out this “I️” problem please,4,Tue Nov 07 03:29:37 +0000 2017
1738794,1738794,@115858 cmon . Fix this i crap.,2,Tue Nov 07 13:43:59 +0000 2017
1742422,1742422,@AppleSupport why tf do my “I️” come out like this &gt; I️,3,Tue Nov 07 05:17:10 +0000 2017
1744952,1744952,"So I finally updated my phone hoping that the question mark thing will go away...

@AppleSupport it’s still there.",2,Tue Nov 07 06:21:14 +0000 2017
1745962,1745962,iOS 11.1 cause battery drain. Stop thinking about iPhone X and resolve this issue.@AppleSupport,2,Tue Nov 07 08:31:59 +0000 2017
1752354,1752354,Starting to wonder if @115858 thinks the “I️” to the “?” is something creative. Let me help U guys out. it’s not. PLZ change ASAP. Blessings,2,Tue Nov 07 15:38:01 +0000 2017
1756322,1756322,@115858 I️ 😡 am not playing. If you don’t fix this I️ 😡 issue ASAP I’ll be a proud #note8 owner before you know it and I’ll never look back,2,Tue Nov 07 16:44:27 +0000 2017
1756350,1756350,"@AppleSupport Hallo, habe eine Bestellung aufgegeben, deren Trackingnummer laut UPS nicht korrekt ist.
Wie bekomme ich die korrekte Nummer?",2,Tue Nov 07 16:41:06 +0000 2017
1757677,1757677,@AppleSupport when can we expect a solution to this issue with the I️,2,Tue Nov 07 17:33:53 +0000 2017
1765930,1765930,Hey @115858 fix this damn “I” glitch already! The fuck?!,2,Tue Nov 07 20:58:00 +0000 2017
1767415,1767415,@AppleSupport why are there so many problems with our iPhones? I’m on my 3rd replacement phone. #sos lol,2,Tue Nov 07 21:24:39 +0000 2017
1768895,1768895,Phones been charging for an hour and it’s went from 10% to 4% — why is @115858 suddenly turning into trash,2,Tue Nov 07 21:56:11 +0000 2017
1773238,1773238,@AppleSupport I have a new iPad Pro and Messages will not go through to any non-Apple friend. Suggestions?,4,Tue Nov 07 05:00:59 +0000 2017
1773424,1773424,"@AppleSupport okay so first it was the autocorrect and now every time I type the word ""it"" my phone shuts off.",2,Wed Nov 08 00:19:47 +0000 2017
1773874,1773874,@115858 y’all have to fix this annoying I️ thing it won’t go away it’s it’s hella annoying PLEASE,3,Wed Nov 08 02:56:49 +0000 2017
1774659,1774659,@AppleSupport fix this fucking glitch! You’re a Multi billion dollar corporation you should of had the issue fixed before it started!,2,Wed Nov 08 02:21:22 +0000 2017
1776287,1776287,@AppleSupport I am having a problem after updating to ios 11.1 where whenever I get a notification my music or video stops playing any help?,3,Tue Nov 07 23:10:54 +0000 2017
1776790,1776790,"Alright @115858 ... look my man, get this “I️” shit fixed or I️ guarantee you I’m purchasing a pixel and a Dell laptop 
-Sincerely a disgruntled Consumer",3,Tue Nov 07 23:31:58 +0000 2017
1786224,1786224,@115858 iOS 11 completely dissatisfied me. #NoBatteryBackup pls fix this issue in coming iOS 11.1 update,2,Wed Oct 11 14:38:14 +0000 2017
1788828,1788828,"@AppleSupport Whenever a new iphone comes out my current iPhones battery turns to shit. Happened with my 4, 5 and 6. Why ?!",2,Thu Oct 12 16:58:54 +0000 2017
1789094,1789094,@123857 iOS11 has broken my iPhone 6. Both phone and podcast app immediately CTD. The courage to make an iOS that prevents phone calls?!,2,Thu Oct 12 17:43:52 +0000 2017
1793203,1793203,My MacBook just died with every single paper and presentation I’ve done since freshman year of college on it. IT NEVER ENDS.,4,Thu Oct 12 01:17:36 +0000 2017
1797663,1797663,"Why have all the lyrics of my songs gone from my phone? I have downloaded iOS 11.0.3 and, ta-da! None of them is there! @AppleSupport (+)",3,Fri Oct 13 21:27:47 +0000 2017
1800540,1800540,@AppleSupport you have made everything about buying albums a nightmare. I bought @316629 ‘s new album but apparently can’t access it?,2,Fri Oct 13 03:17:08 +0000 2017
1802384,1802384,um….. @AppleSupport why did my lightening cable just melt and burn me when I tried to charge my iPhone SE? https://t.co/AQQ4oqHh2o,2,Fri Oct 13 04:32:51 +0000 2017
1805144,1805144,@AppleSupport how come I keep getting an error “unable to install 11.0.3” . Doesn’t tell me why either. On WiFi and plugged into charger,3,Wed Oct 18 00:33:38 +0000 2017
1808608,1808608,@AppleSupport updated to iOS 11 and now my iPhone 6S battery is draining rapidly all the time. Thanks Apple! 👍🏼 @115858,2,Sat Oct 14 14:27:30 +0000 2017
1810309,1810309,@AppleSupport Seems like a problem with the battery of my in warranty iPhone 6S. Any way to test it?,2,Sat Oct 14 20:03:11 +0000 2017
1813544,1813544,Yo @115858 get your shit together... even on iOS 11.0.3 my music app be crashing and shit...,2,Sun Oct 15 05:41:29 +0000 2017
1817850,1817850,@AppleSupport ios 11.3 battery is horrendous,4,Mon Oct 16 06:36:12 +0000 2017
1820824,1820824,"@AppleSupport hey, your update delete all my music of my apple music profile.What can I do to get it back (my full profile with the list)?",2,Mon Oct 16 17:34:09 +0000 2017
1825467,1825467,.@115858 just outdid itself with the latest ios 11.0.3 update. Worst battery life as yet! Going down at blazing speed.,2,Tue Oct 17 03:06:27 +0000 2017
1833676,1833676,@115858 tell me why the latest update has caused my phone to crash and completely go dead??!,2,Wed Oct 18 06:49:32 +0000 2017
1838235,1838235,@AppleSupport can someone please tell me why my music has deleted itself and needs a WiFi connection despite being in aircraft mode?,4,Wed Oct 18 17:28:12 +0000 2017
1846252,1846252,"@115858 @AppleSupport 1: when typing texts w/a dash, text after dash is removed once sent. Text is visible in preview/notification screen. https://t.co/nFwcQIsUDh",2,Thu Oct 19 18:30:26 +0000 2017
1858231,1858231,@AppleSupport pressed the link for 3 months free trail. Already charged me???,2,Thu Oct 19 12:27:50 +0000 2017
1858786,1858786,@AppleSupport the new IOS update is draining my iPhone’s battery !,2,Thu Oct 19 13:54:34 +0000 2017
1864667,1864667,@188 chat side bar not showing statuses or able to use new functionality showing in the App Store.  What’s the fix?,6,Thu Oct 19 17:20:53 +0000 2017
1872079,1872079,"@AppleSupport ordered full price iPhone, express overnight. Fedex lost. your people tell me 4 days to resolve. need it tomorrow!!! android?",2,Fri Oct 20 02:12:02 +0000 2017
1874490,1874490,"@115858 @2531 6 upto 8 last 24 hours before I sell off the phone, get a new upgrade and resolve the battery issue #ios1103 SUCKS",2,Sat Oct 21 20:18:19 +0000 2017
1874773,1874773,@AppleSupport with the ios upgrade Bluetooth in bmw doesn't work in both my phones (i8 and 6s). Phone calls work but music doesn't play.,2,Sat Oct 21 21:25:18 +0000 2017
1880136,1880136,"Hey @AppleSupport , wifi is getting disconnected for every 5-10 mins. Please help me on this",2,Sat Oct 21 04:15:12 +0000 2017
1880996,1880996,How can a 32 minutes video take up 34GB of memory on my macbook when a one hour video only takes up 9GB on my phone?? @115858 @AppleSupport,2,Sat Oct 21 12:09:54 +0000 2017
1881573,1881573,Come on @115858 I have had to restart my phone more since this upgrade than I have in the past year. #iOS11 is really making me annoyed,2,Sat Oct 21 13:48:02 +0000 2017
1882047,1882047,The recent Mac OS update has absolutely destroyed my battery life. Can go from 100 to 0 in about an hour. @115858 #MacBookPro #dafug?,2,Sat Oct 21 16:14:23 +0000 2017
1882498,1882498,@AppleSupport you need to fix the iPhone battery life. Ever since ios11 my battery has drained so fast it’s unreal,2,Sat Oct 21 18:42:13 +0000 2017
1889592,1889592,@115858 I brought an iPhone charge cable the other day and it doesnt fucking work you guys are absolutely pathetic,2,Sun Oct 22 13:12:53 +0000 2017
1889600,1889600,"If you haven’t already, do not install the new iOS update! It makes everything so slow. @AppleSupport is it possible to reverse the update?",2,Sun Oct 22 13:01:31 +0000 2017
1891608,1891608,How is everyone feeling about iOS 11.0.3 ? #appleupdate,6,Sun Oct 22 19:00:30 +0000 2017
1893985,1893985,@AppleSupport the network activity circle hasn’t quit spinning since I upgraded my iPhone 6s to 11.0.3.,2,Wed Oct 18 03:47:31 +0000 2017
1895314,1895314,"Ever since I updated the phone's software to iOS 11, it has been crying. So many issues with the phone. For example, Whatsapp won't work properly. Sometimes the phone doesn't ring when there's an incoming call. 😭",5,Tue Oct 24 06:42:50 +0000 2017
1895817,1895817,why is someone like sipping my battery % @115858 @AppleSupport FIX IT,2,Wed Oct 18 04:31:17 +0000 2017
1897913,1897913,Man @115858 is tripping. Just bc a new phone comes out they think they slick making my phone mess up.,2,Mon Oct 23 16:46:22 +0000 2017
1899123,1899123,Typically a bit @115858 fan but the latest iOS update SUCKS.  My iPhone 6 is crazy glitchy/slow ever since update.  @AppleSupport,2,Mon Oct 23 20:19:11 +0000 2017
1903710,1903710,. @AppleSupport Updated to latest IOS &amp; wallpaper now zooms thing every time I switch to home screen. Makes me nauseous. How do I turn off?,4,Wed Oct 18 10:37:53 +0000 2017
1908622,1908622,"Ever since this apple update ios11 came out, now my phone won't work?! I'm a SKINT AF student i can't afford a new one 😭 @115858",2,Tue Oct 24 18:23:22 +0000 2017
1918434,1918434,@AppleSupport Performance of 6splus after latest update is like that of a 5000 INR cheap android Phone. What can be done ?,2,Thu Oct 26 09:09:58 +0000 2017
1919802,1919802,@AppleSupport since updating to iOS 11.3 my Apple watch dies at 15:00 and iPhone 6splus dead at 17:00. Battery draining too fast…,2,Thu Oct 26 13:09:05 +0000 2017
1926194,1926194,The battery has gone from 100% to 35% in 40 minutes. Complete useless,3,Fri Oct 27 07:43:32 +0000 2017
1930498,1930498,@AppleSupport other than reset or lets get you a new phone .,2,Sat Oct 28 05:16:49 +0000 2017
1932307,1932307,@AppleSupport dropped my new watch.  Is this the same as dropping a phone?  Expensive? https://t.co/i5TJdcmVPG,2,Sat Oct 28 18:18:47 +0000 2017
1936370,1936370,Apple support bot you call is a fucking moron... holy fuck I dont think any company could make more of a peace of shit phone support,10,Fri Oct 27 20:44:27 +0000 2017
1938567,1938567,.@115858 please tell Siri she’s absolutely useless. I keep telling her but she doesn’t really comprehend anything at all,3,Fri Oct 27 14:12:48 +0000 2017
1941240,1941240,"@AppleSupport so I went to look at my pictures and they’re all gone, no reason!",3,Sun Oct 29 22:23:08 +0000 2017
1947001,1947001,@AppleSupport What does that little Clock Symbol mean? https://t.co/BfVpxzC2sV,2,Mon Oct 30 06:34:21 +0000 2017
1947649,1947649,"@AppleSupport newest update has murdered my 5s. Apps crash, phone freezes, and I can’t phone people. New phone please! #ios11 #iphone #apple",2,Mon Oct 30 11:44:53 +0000 2017
1959877,1959877,"My phone is up to date, so why am I seeing that box shit with question mark?? @AppleSupport",2,Mon Oct 30 21:25:23 +0000 2017
1960425,1960425,"Dear @115858, I requested an account recovery as I forgot my new password on 11th October. It is now 30th October &amp; I am still locked out.",5,Mon Oct 30 20:52:02 +0000 2017
1962139,1962139,@AppleSupport Your Support App chat staff is a joke. The incompetency is beyond shocking. I am so disappointed with you.,6,Mon Oct 30 23:30:14 +0000 2017
1969170,1969170,"@115858 @AppleSupport Worst IOS ever! IOS 11. Battery drainer, bluetooth &amp;wifi doesn’t really turn off, even i7 hangs. Do something abt it",2,Tue Oct 31 15:46:41 +0000 2017
1973600,1973600,@AppleSupport my battery is even worst with this new update!!! 🤬😡🤮#nothappy,2,Wed Nov 01 04:35:58 +0000 2017
1976585,1976585,@AppleSupport why is my phone doing this when I️ type the letter I️ cause it’s annoying,2,Wed Nov 01 18:14:25 +0000 2017
1984112,1984112,@AppleSupport WHY TF CANT I️ WRITE I️????????,2,Thu Nov 02 00:05:58 +0000 2017
1988490,1988490,aye this update is messing up my i️’s 😡 @AppleSupport,2,Thu Nov 02 04:14:53 +0000 2017
1988766,1988766,@115858 why is the “I️” messed up? How’d you mess up a letter? Just one,2,Thu Nov 02 06:05:37 +0000 2017
1989334,1989334,@AppleSupport Time and date still disappearing from lock screen!! Using 11.1. This issue has been occurring for months now..,2,Thu Nov 02 08:10:55 +0000 2017
1993251,1993251,I️ updates my phone and I’m STILL seeing boxes with question marks...fix it @AppleSupport @2531,3,Fri Nov 03 03:36:00 +0000 2017
1993596,1993596,Hey @115858 what the fuck did you do to the letter I️,4,Fri Nov 03 04:40:44 +0000 2017
1999208,1999208,@115858 when are you going to fix this “A box with question mark” glitch ? I️ can’t use certain letters 🤔,2,Thu Nov 02 18:27:33 +0000 2017
2000395,2000395,@AppleSupport why is my phone tweaking right now,2,Thu Nov 02 22:31:53 +0000 2017
2000668,2000668,@AppleSupport The music app fully broke and comes up with this message every time I plug my phone into my car and now half my battery life? https://t.co/8qtMbRzYcj,2,Thu Nov 02 23:20:41 +0000 2017
2001639,2001639,Please fix my keyboard. @115858,2,Fri Nov 03 16:09:26 +0000 2017
2001731,2001731,My iphone been stuck on apple logo updating screen since 6pm yesterday like wtf @AppleSupport,2,Fri Nov 03 15:50:11 +0000 2017
2001776,2001776,iOS 11 drains batteries @115858  FIX IT. https://t.co/kEInl2ejLG,2,Fri Nov 03 16:44:43 +0000 2017
2004034,2004034,This letter can’t be typed! Explain please @AppleSupport @115858 https://t.co/w13yw0hMZP,2,Fri Nov 03 20:51:51 +0000 2017
2004187,2004187,I️ updated my iOS and I️ have a shit ton of emojis now but my @231586 charger doesn’t work anymore so I️ regret it 😒 @115858,2,Fri Nov 03 21:20:30 +0000 2017
2008065,2008065,"@AppleSupport guys why I always get this pop up. I dont know, what function is this? https://t.co/hUIyou3K0h",4,Sat Nov 04 07:58:22 +0000 2017
2012092,2012092,Hey @115858 now my Apple car play doesn’t work since the update... when does that get fixed?,5,Wed Oct 18 20:18:47 +0000 2017
2012978,2012978,@AppleSupport can u explain why my phone has been dying every 10 min &amp; is still dead after 3 hrs of charging after getting this new update??,2,Sun Nov 05 04:38:45 +0000 2017
2013427,2013427,Is anyone else’s phone doing this? It keeps sending like that when it doesn’t show up like this when I️ type what’s going oooonn😤🤯 https://t.co/aNxxlkgv9H,3,Sun Nov 05 04:42:58 +0000 2017
2014045,2014045,"@115858  please do something about this I️ nonsense, it’s pissing me off.",3,Sun Nov 05 09:24:36 +0000 2017
2015446,2015446,Ringtone Bug In 11.1 can't get fixed.....Wonder if someone could help @176071 @AppleSupport @115858 https://t.co/fLeVpPsj4Q,3,Sun Nov 05 15:34:04 +0000 2017
2019605,2019605,Can @115858 please hurry up and fix this “I️” problem. I’m so sick of this shit. 😤got us looking foolish in front of @122609. Smh.,2,Sat Nov 04 21:03:43 +0000 2017
2021702,2021702,Why do I️ keep seeing the ? Box in texts and tweets? Running iOS 11.1 on the X @AppleSupport,3,Mon Nov 06 02:17:54 +0000 2017
2021786,2021786,Hey @AppleSupport any chance a future iOS update will fix the appalling battery life I now experience on iOS11 on iPhone 7?,2,Mon Nov 06 02:32:07 +0000 2017
2024583,2024583,My phone is conveniently losing its charge/breaking down right when the #iPhoneX comes out...weird 🤔🙃 @115858 explain yourself #illwait 🐣,2,Mon Nov 06 06:20:26 +0000 2017
2026101,2026101,I need my $800 iPhone to not be doing this dumb shit 🙄,3,Mon Nov 06 12:42:21 +0000 2017
2029456,2029456,"Yay, I️ won the lottery with the latest iPhone glitch! And @115858 still claims my bad battery doesn’t qualify for the recall so YAY for me! https://t.co/1D7zhAZPdz",3,Sun Nov 05 22:12:14 +0000 2017
2031857,2031857,@115858 pls help I️,2,Tue Nov 07 05:40:06 +0000 2017
2031875,2031875,Ugh @AppleSupport whats going on w/you? 4yrs never an issue w/iOS. I update iOS11.1 &amp; my phone keeps rebooting. Black screen w/spinning :/,2,Tue Nov 07 06:02:28 +0000 2017
2033599,2033599,@AppleSupport the iOS 11 update causes a prob w @126 My screen froze looking at photos and the back button wouldn’t go to my acct 1/1,4,Wed Oct 18 21:50:32 +0000 2017
2036543,2036543,"@AppleSupport my phone continuously won't update, how do I fix this? https://t.co/vCorPKLTip",2,Mon Nov 06 22:19:29 +0000 2017
2039470,2039470,@AppleSupport My storge is almost full and the system is taking up most of the storage. What do I do?,2,Tue Nov 07 18:36:38 +0000 2017
2039645,2039645,"Until @115858 fixes the phone bug, me guess me will talk like this. 💀",2,Tue Nov 07 19:32:28 +0000 2017
2043972,2043972,@115858 since updating my phone to iOS 11.0.1 I can hardly get any reception and messages now take forever to go out. Why?? 😤😡,2,Wed Oct 04 10:17:09 +0000 2017
2045071,2045071,It’s insane that @115858 devices mess up with a new release. I paid $60 to get my camera fixed less than a month ago and now I’m having the same problems. Seriously!,2,Wed Oct 04 23:15:02 +0000 2017
2048399,2048399,@115858 Upgraded to iOS 11.0.2 &amp; Apple Music lost everything I’ve added to my library... also won’t let me add anything. How do I fix?,2,Thu Oct 05 13:22:51 +0000 2017
2048942,2048942,"@AppleSupport why is iOS11 making my 7p slow as hell?
Frequent freezing and apps not responding is like a feature for this update.. fix it??",2,Thu Oct 05 15:52:23 +0000 2017
2048962,2048962,@AppleSupport When do you plan on fixing this issue with iOS 11 being extremely slow and freezing up our phones? it's terrible.,2,Thu Oct 05 15:48:30 +0000 2017
2049038,2049038,"Eversince ios 11,my iphone got really laggy. @115858 @AppleSupport what are you doing???? 

(This tweet took me 2 minutes to type coz of lag)",2,Thu Oct 05 15:57:46 +0000 2017
2050339,2050339,@AppleSupport iOS 11 is becoming very frustrating using 7 plus after update phone hangs while messaging and randomly while using,3,Thu Oct 05 17:33:18 +0000 2017
2053391,2053391,Dear @115858 how come since the iOS 11 update I get my music widget on my lock screen 99% of the time?  I’m not listening to music. https://t.co/Ia3eq7tny0,2,Fri Oct 06 01:27:36 +0000 2017
2053527,2053527,@AppleSupport is there a real reason why FileVault takes months to decrypt?,2,Fri Oct 06 01:59:42 +0000 2017
2059800,2059800,@AppleSupport MacOS 10.13 broke my HP Printer! No solution available anywhere! What do I do?,4,Fri Oct 06 09:25:00 +0000 2017
2060141,2060141,"@AppleSupport when I go to photos, and try to text that photo to someone my phone freezes, has ever since iOS 11. Fix this garbage update or let me go back to 10.3.3 7+ 128gb",2,Sat Oct 07 10:09:19 +0000 2017
2060352,2060352,@AppleSupport Tell us u r workin on the battery drain. Been happening with every iOS release since 9. 📱7 w/ smart batt case- drains &lt; day!,2,Sat Oct 07 12:41:42 +0000 2017
2061711,2061711,@AppleSupport My IPhone 6S was great until I Updated to IOS 11. Now it’s so slow it sucks. Any tips??,2,Fri Oct 06 10:02:06 +0000 2017
2072179,2072179,@115858 ..  what’s with the latest updates.. Battery life worse than the rubbish life it already had #draining,2,Sat Oct 07 16:57:14 +0000 2017
2072197,2072197,"@AppleSupport iOS 11 the worst iOS so far, lots of problems with, touch ID doesn’t work, really slow, glitchy, Siri doesn’t work fine...",2,Sat Oct 07 17:02:35 +0000 2017
2079316,2079316,@AppleSupport my phone went from 61% to 34% while I left it on the counter to take a 10 minute shower. I’m fucking pissed.,2,Mon Oct 09 17:36:49 +0000 2017
